id;code;name;parent_id
2469;01.03.07.08;ОПОРЫ ЗНАКОВ ДОРОЖНЫХ;3
2470;03.30.06.03;МЕТРОЛОГИЧЕСКОЕ ОБСЛУЖИВАНИЕ ИЗДЕЛИЙ МЕДИЦИНСКИХ;80
2471;01.15.06.05;КАССЫ НАБОРНЫЕ;15
2472;01.11.03.04.09;ЗАПОЛНИТЕЛИ ИСКУССТВЕННЫЕ ПОРИСТЫЕ;11
2473;01.02.11.01.06.04.03;ДЕРМАТОСКОПЫ;2
2474;01.26.02.04.01.33;СПИРТ ЭТИЛОВЫЙ;25
2475;01.02.11.01.16.10;НАЛОБНЫЕ ЛАМПЫ;2
2476;01.26.02.05.14;ГЛИЦЕРИН;25
2477;01.12.02.04;МАТЕРИАЛЫ ПРОТИВОГОЛОЛЕДНЫЕ ФРИКЦИОННЫЕ;12
2478;01.02.10.43.21.02;ОРГАНИЧЕСКИЕ СОЕДИНЕНИЯ ДЛЯ ЛАБОРАТОРНОЙ ДИАГНОСТИКИ;2
2479;01.02.09.10.07;ДРУГИЕ ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ,N07;2
2480;01.25.48.08;ХОЛОДИЛЬНЫЕ АВТОМАТИЗИРОВАННЫЕ УСТАНОВКИ;24
2481;01.08.01.04;ОБОРУДОВАНИЕ И ИНВЕНТАРЬ ДЛЯ ФЕХТОВАНИЯ;8
2482;01.02.11.01.12.01.12;АНАЛИЗАТОРЫ КОАГУЛОМЕТРИЧЕСКИЕ;2
2483;01.02.09.10.05;ПСИХОТРОПНЫЕ ПРЕПАРАТЫ,N05;2
2484;01.20.07.11.06.04.03;БОЧКИ МЕТАЛЛИЧЕСКИЕ;20
2485;01.12.01.40;УСТАНОВКИ ОЧИСТКИ ВОДЫ МОБИЛЬНЫЕ;12
2486;01.02.11.01.06.04.02;ЛАМПЫ ВУДА;2
2487;01.02.11.03.01.05;КРЕСЛО ГИНЕКОЛОГИЧЕСКОЕ ДЛЯ ОСМОТРА/ТЕРАПЕВТИЧЕСКИХ ПРОЦЕДУР, МЕХАНИЧЕСКОЕ;2
2488;01.02.11.01.01.07.01;КАМЕРА ДЛЯ СИСТЕМЫ ДИАГНОСТИЧЕСКОЙ ВИЗУАЛИЗАЦИИ МНОГОФОРМАТНАЯ;2
2489;03.07.07.01.01.01;ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И РЕМОНТ СИСТЕМ ПОЖАРНОЙ АВТОМАТИКИ;60
2490;01.02.10.50.11.04;КОНТЕЙНЕР ДЛЯ ТРАНСПОРТИРОВКИ ОБРАЗЦОВ, ТЕРМОИЗОЛИРОВАННЫЙ, МНОГОРАЗОВОГО ИСПОЛЬЗОВАНИЯ;2
2491;01.05.02.09.14;ГОРЕЛКИ ГАЗОВЫЕ ЛАБОРАТОРНЫЕ;5
2492;01.02.11.01.06.04.14;МОЛОТОК НЕВРОЛОГИЧЕСКИЙ;2
2493;01.07.02;ОДЕЖДА, ОБУВЬ, ГОЛОВНЫЕ УБОРЫ ТЕАТРАЛЬНЫЕ;7
2494;03.30.05.01;ОЦЕНКА СООТВЕТСТВИЯ, АТТЕСТАЦИЯ САНИТАРНО-ЭПИДЕМИОЛОГИЧЕСКИМ НОРМАМ;80
2495;03.07.99.01;ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И ТЕКУЩИЙ РЕМОНТ КОМПРЕССОРНОГО ОБОРУДОВАНИЯ;60
2496;01.02.10.10.02.01;КАТЕТЕРЫ ЦЕНТРАЛЬНЫЕ ВЕНОЗНЫЕ ДЛЯ ВЗРОСЛЫХ;2
2497;01.02.11.01.13.01.07.02;АППАРАТЫ ГИПОКСИТЕРАПИИ ПРОЧИЕ;2
2498;01.19.01.07.03;ТОЛСТОВКИ ДЛЯ ВЗРОСЛЫХ;19
2499;01.20.09.03;ТОВАРЫ ДЕТСКИЕ (КРОМЕ ОДЕЖДЫ) ПРОЧИЕ;20
2500;01.02.11.01.01.01.05.02;АППАРАТЫ РЕНТГЕНОВСКИЕ ПРОЧИЕ;2
2501;01.23.90.03;ОБОРУДОВАНИЕ ДЛЯ ЖИВОТНЫХ УЛИЧНОЕ;22
2502;01.02.10.43.01.121.01;"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ РАБОТЫ НА АНАЛИЗАТОРАХ ""CAPILLARYS"", ПРОИЗВОДСТВА ""SEBIA""";2
2503;01.11.03.05.13.99;ПОКРЫТИЯ ЗАЩИТНЫЕ ДЛЯ ПОЛА ПРОЧИЕ;11
2504;01.11.03.01.04.04.02;ПРОФИЛИ ИЗ МЕДНЫХ СПЛАВОВ;11
2505;01.18.07.05;СЕМЕНА ЦВЕТОЧНЫХ КУЛЬТУР;18
2506;01.02.11.01.08.10.02;МИКРОСКОП ХИРУРГИЧЕСКИЙ ОБЩЕГО НАЗНАЧЕНИЯ;2
2507;01.11.01.04.11.03;КРОНШТЕЙНЫ ДЛЯ РАКОВИН, УМЫВАЛЬНИКОВ И МОЕК;11
2508;01.02.10.54.05.01;ТЕРМОБУМАГА, ДИАГРАММНАЯ БУМАГА И ТЕРМОЛЕНТЫ ДЛЯ ЭКГ;2
2509;01.02.10.43.01.208.01;"РАСХОДНЫЕ МАТЕРИАЛЫ И РЕАГЕНТЫ ДЛЯ РАБОТЫ НА АНАЛИЗАТОРАХ ""CAPILLARYS"", ПРОИЗВОДСТВА ""SEBIA""";2
2510;01.02.10.43.05.09;СТЕКЛА ПРЕДМЕТНЫЕ И ПОКРОВНЫЕ ДЛЯ МИКРОСКОПИЧЕСКИХ ИССЛЕДОВАНИЙ;2
2511;01.02.10.43.01.118;"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ К ОБОРУДОВАНИЮ, ПРОИЗВОДСТВА ""BIOMERIEUX""";2
2512;01.11.04.05.01;ПОКРЫТИЯ ПОТОЛОЧНЫЕ ИЗ ПЛАСТМАСС;11
2513;01.02.10.10.08;КАТЕТЕРЫ ДЛЯ ПЕРИФЕРИЧЕСКИХ СОСУДОВ;2
2514;01.15.01.03.02;КАЛЬКА;15
2515;01.12.17;АППАРАТЫ АБРАЗИВОСТРУЙНЫЕ (ПЕСКОСТРУЙНЫЕ);12
2516;02.02.01.05;РАЗРАБОТКА ПСД НА МОНТАЖ ОБОРУДОВАНИЯ;31
2517;01.08.02.12;СПОРТИВНАЯ ЭКИПИРОВКА ДЛЯ ВЕЛОСПОРТА;8
2518;01.11.02.02.07.01.11;КЛЮЧИ РАДИУСНЫЕ;11
2519;01.02.11.01.07.02.16;ОБОРУДОВАНИЕ СТЕРИЛИЗАЦИОННОЕ;2
2520;02.05.02.04.03;РЕМОНТ КАПИТАЛЬНЫЙ КВАРТАЛЬНЫХ ТЕПЛОВЫХ СТАНЦИЙ;34
2521;01.02.10.06.20;МЕЛЬНИЦА КОСТНАЯ И АКСЕССУАРЫ К НЕЙ;2
2522;01.10.04.03.02;БАТАРЕИ АККУМУЛЯТОРНЫЕ НИКЕЛЬ-КАДМИЕВЫЕ;10
2523;01.02.10.39.02;НАБОРЫ ВСПОМОГАТЕЛЬНЫЕ ПОЛИМЕРНЫЕ ОДНОРАЗОВЫЕ СТЕРИЛЬНЫЕ К ЕМКОСТЯМ ДЛЯ РЕНТГЕНОКОНТРАСТНЫХ ВЕЩЕСТВ К УСТРОЙСТВАМ ДЛЯ ВНУТРИВЕННОГО ВВЕДЕНИЯ;2
2524;01.04.01.07.13;ВЕДРА ПОЖАРНЫЕ;4
2525;01.11.03.14.11;СЕТКИ СТАЛЬНЫЕ ПЛЕТЕНЫЕ (СЕТКА РАБИЦА);11
2526;01.25.01.04;НАСОСЫ АВТОМОБИЛЬНЫЕ ДЛЯ НАКАЧКИ ШИН;24
2527;01.11.03.18;ЛЕСОМАТЕРИАЛЫ КРУГЛЫЕ;11
2528;01.26.02.04.02.18;КИСЛОТА ЩАВЕЛЕВАЯ (РЕАКТИВ);25
2529;01.11.02.09.05;НОЖИ ДЛЯ ЭЛЕКТРОРУБАНКОВ;11
2530;01.02.10.48.19.35;"РАСХОДНЫЕ МАТЕРИАЛЫ И ПРИНАДЛЕЖНОСТИ ДЛЯ ОБОРУДОВАНИЯ, ПРОИЗВОДСТВА НАО ""ИНКАРТ""";2
2531;01.02.10.49;РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ ОБОРУДОВАНИЯ;2
2532;01.02.11.01.01.01.02;ТОМОГРАФЫ КОМПЬЮТЕРНЫЕ ПРОЧИЕ;2
2533;01.08.01.01.08.05;ОПРЕДЕЛИТЕЛИ ОСАНКИ;8
2534;01.01.07.09;ПАСТИЛА;1
2535;01.02.11.01.16.08.02;УСТАНОВКА ОТОРИНОЛАРИНГОЛОГИЧЕСКАЯ;2
2536;01.23.29;ОБОРУДОВАНИЕ СПОРТИВНОЕ УЛИЧНОЕ;22
2537;01.25.04.99;СТАНКИ ДЛЯ МЕХАНООБРАБОТКИ ПРОЧИЕ;24
2538;01.02.09.06.02;КОРТИКОСТЕРОИДЫ СИСТЕМНОГО ДЕЙСТВИЯ,H02;2
2539;01.20.06.03.03;СЕРВИЗЫ ИЗ СТЕКЛА;20
2540;01.11.05.06.13;ЛИСТЫ ПОЛИМЕРНЫЕ;11
2541;02.17.01.01.02;ИЗГОТОВЛЕНИЕ ГАЛАНТЕРЕЙНЫХ ИЗДЕЛИЙ;43
2542;01.11.03.08.03;ПОКРЫТИЯ ДОРОЖНЫЕ ПОЛИМЕРНЫЕ;11
2543;01.02.11.01.05.06;МИОГРАФЫ;2
2544;01.02.11.01.14.40;СИСТЕМА ДЛЯ ОБТУРАЦИИ КОРНЕВЫХ КАНАЛОВ;2
2545;01.06.01.04.05;СТОЛЫ УЧЕНИЧЕСКИЕ ЛАБОРАТОРНЫЕ ДЛЯ ОБОРУДОВАНИЯ КАБИНЕТОВ ФИЗИКИ, ХИМИИ И БИОЛОГИИ;6
2546;01.02.10.10.03.01;ПОРТЫ ИМПЛАНТИРУЕМЫЕ;2
2547;01.13.04.04.06.06;МИКРОФОНЫ КОМПЬЮТЕРНЫЕ;13
2548;01.02.10.12.01.17;САЛФЕТКИ АНТИСЕПТИЧЕСКИЕ;2
2549;01.02.11.01.12.03.53;ДОЗАТОРЫ ПРОЧИЕ;2
2550;01.02.10.57.01;ИМПЛАНТАТ МОЛОЧНОЙ ЖЕЛЕЗЫ С СИЛИКОНОВЫМ ГЕЛЕМ;2
2551;01.13.04.99.01;ДОСКИ ИНТЕРАКТИВНЫЕ;13
2552;01.01.01.06.11;СОУСЫ ФРУКТОВЫЕ И ЯГОДНЫЕ, СОУСЫ-ТОППИНГИ ДЕСЕРТНЫЕ;1
2553;01.11.01.01.07;ТЕПЛООБМЕННОЕ ОБОРУДОВАНИЕ СИСТЕМЫ ВЕНТИЛЯЦИИ;11
2554;01.02.11.01.13.01.01.03;ИНГАЛЯТОР УЛЬТРАЗВУКОВОЙ;2
2555;01.02.11.01.12.03.04;СИСТЕМЫ ДЛЯ ХРАНЕНИЯ ОБРАЗЦОВ;2
2556;01.02.10.25.06.02;КРАСИТЕЛИ ДЛЯ РУТИННЫХ ОКРАСОК;2
2557;01.25.86;ЕМКОСТИ ПРОМЫШЛЕННЫЕ;24
2558;01.11.02.01.14;РЕНОВАТОРЫ;11
2559;01.08.01.01.08.25;СНАРЯДЫ ДЛЯ ПОДТЯГИВАНИЯ/ОТЖИМАНИЯ;8
2560;01.20.05.03.04.09;СКАТЕРТИ ДЛЯ СЕРВИРОВКИ СТОЛА БУМАЖНЫЕ;20
2561;01.19.10.17.04;НАРУКАВНИКИ, НАПЛЕЧНИКИ ДЛЯ ЗАЩИТЫ РУК;19
2562;01.02.10.16.28;СИСТЕМЫ АСПИРАЦИОННЫЕ ЗАКРЫТЫЕ;2
2563;01.15.05.11;ВИЗИТНИЦЫ ПЛАСТИКОВЫЕ;15
2564;01.20.06.01.01.03;ИЗДЕЛИЯ КУХОННЫЕ ИЗ ЧУГУНА;20
2565;03.07.07.01.01.02;ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И РЕМОНТ ПЕРВИЧНЫХ СРЕДСТВ ПОЖАРОТУШЕНИЯ;60
2566;01.04.01.13.01;САМОСПАСАТЕЛИ ПОЖАРНЫЕ;4
2567;01.11.04.06.07;ЛЕНТЫ КЛЕЕВЫЕ РАЗЛИЧНОГО НАЗНАЧЕНИЯ НА ТКАНЕВОЙ ОСНОВЕ;11
2568;01.02.10.06.74.01;ЩИПЦЫ АКУШЕРСКИЕ;2
2569;01.02.10.29.10;УРНЫ ПЕДАЛЬНЫЕ МЕДИЦИНСКИЕ;2
2570;01.19.02.08;ЖИЛЕТЫ ДЛЯ ДЕТЕЙ;19
2571;01.02.11.01.13.02.34;СИСТЕМА МИКРОВОЛНОВОЙ ДИАТЕРМИЧЕСКОЙ ТЕРАПИИ;2
2572;01.02.10.09.01.03;ПЛЕТЕНАЯ РАССАСЫВАЮЩАЯСЯ НИТЬ;2
2573;01.09.08.05.01;ДВИГАТЕЛЬ ЛОДОЧНЫЙ ПОДВЕСНОЙ;9
2574;01.02.10.42.47.01;СИСТЕМЫ ДЛЯ ИНФУЗИОННОЙ ТЕРАПИИ;2
2575;03.23.01.04;ОЦЕНКА ОБЪЕКТОВ НЕЖИЛОГО ФОНДА;74
2576;01.11.01.07.21;ГИДРОБАКИ;11
2577;01.08.02.07;СПОРТИВНАЯ ЭКИПИРОВКА ДЛЯ ФИГУРНОГО КАТАНИЯ;8
2578;01.02.11.01.13.02.19;ПАРАФИНОНАГРЕВАТЕЛИ;2
2579;01.08.01.20.04;МЯЧИ ДЛЯ НАСТОЛЬНОГО ТЕННИСА;8
2580;01.02.11.01.06.04.11;КАМЕРТОНЫ;2
2581;01.20.06.01.06.05;ТЕРКИ ДЛЯ ИЗМЕЛЬЧЕНИЯ ПРОДУКТОВ;20
2582;01.18.03.06;ЧЕРЕНКИ ЦВЕТОЧНЫХ КУЛЬТУР;18
2583;01.02.10.48.19.07;РАСХОДНЫЕ МАТЕРИАЛЫ К ДЫХАТЕЛЬНОМУ АППАРАТУ;2
2584;01.02.11.01.13.01.01.01;СИСТЕМЫ ИНГАЛЯЦИОННОЙ ТЕРАПИИ;2
2585;01.04.04.21;БИНОКЛИ;4
2586;01.13.04.04.05;ПЛАНШЕТЫ ГРАФИЧЕСКИЕ;13
2587;03.18.10;ПРЕДОСТАВЛЕНИЕ СПОРТИВНЫХ КОРПУСОВ И ЗАЛОВ;70
2588;03.12.01.01;УСЛУГИ МЕСТНОЙ ТЕЛЕФОННОЙ СВЯЗИ;64
2589;01.20.11.06.02;ФЕНЫ БЫТОВЫЕ;20
2590;01.01.11.07.02.02;ФИЛЕ ТРЕСКОВЫХ РЫБ МОРОЖЕНОЕ;1
2591;01.11.04.01.01.99;БЛОКИ ДВЕРНЫЕ ПРОЧИЕ;11
2592;01.02.11.01.14.21;СМЕСИТЕЛЬ СТОМАТОЛОГИЧЕСКОЙ АМАЛЬГАМЫ;2
2593;01.02.11.04.17.01;СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ ОБОРУДОВАНИЯ ЭНДОХИРУРГИЧЕСКОГО;2
2594;01.02.10.55.03;САЛФЕТКА ДЛЯ ДЕЗИНФЕКЦИИ МЕДИЦИНСКИХ ИЗДЕЛИЙ;2
2595;01.18.11;ЛУКОВИЦЫ И КЛУБНЕЛУКОВИЦЫ ЦВЕТОЧНЫХ КУЛЬТУР;18
2596;01.02.11.01.08.01.02.01;СИСТЕМА ЭЛЕКТРОХИРУРГИЧЕСКАЯ;2
2597;01.02.11.01.03.38.01;ТОНОМЕТР ОФТАЛЬМОЛОГИЧЕСКИЙ, С ПИТАНИЕМ ОТ СЕТИ;2
2598;01.20.99.01.02;ГИГРОМЕТРЫ;20
2599;01.11.03.03.02.01;СТЕКЛО ЛИСТОВОЕ БЕСЦВЕТНОЕ;11
2600;01.02.10.50.99;ДИСПЕНСЕРЫ И ДОЗАТОРЫ;2
2601;01.02.10.48.06.10;"ЛАМПЫ ДЛЯ ОБОРУДОВАНИЯ ""KARL STORZ""";2
2602;01.02.10.19.04;АКСЕССУАРЫ ДЛЯ ДРЕНАЖЕЙ, ДРЕНАЖНЫХ И АСПИРАЦИОННЫХ СИСТЕМ;2
2603;01.02.10.49.41;БАЛЛОНЫ ДЛЯ МЕДИЦИНСКИХ И ОСОБОЧИСТЫХ ГАЗОВ И СМЕСЕЙ;2
2604;01.02.10.50.32;ИЗДЕЛИЯ ДЛЯ УХОДА ЗА ЛЕЖАЧИМИ БОЛЬНЫМИ;2
2605;01.15.05.02.06.03.05;БОЛТЫ ДЛЯ ПЕРЕПЛЕТА МЕТАЛЛИЧЕСКИЕ;15
2606;01.02.10.05.28.04.01;ЭЛЕКТРОД ЭЛЕКТРОХИРУРГИЧЕСКИЙ ДЛЯ ОТКРЫТЫХ ОПЕРАЦИЙ, МОНОПОЛЯРНЫЙ, ОДНОРАЗОВОГО ИСПОЛЬЗОВАНИЯ;2
2607;01.25.04.01.01;СТАНКИ ТОКАРНЫЕ МЕТАЛЛООБРАБАТЫВАЮЩИЕ;24
2608;01.11.05.08.13;ПРОВОЛОКА КОЛЮЧАЯ ОДНООСНОВНАЯ РИФЛЕНАЯ;11
2609;02.02.01.01.02;РАЗРАБОТКА ПСД НА РЕКОНСТРУКЦИЮ ЗДАНИЙ;31
2610;01.26.02.04.01.08;ГЕКСАН (РЕАКТИВ);25
2611;01.20.07.11.05.01;ЯЩИКИ ДЕРЕВЯННЫЕ;20
2612;01.09.08.10.06.13;ВЕНТИЛИ ДЛЯ КОЛЕС;9
2613;01.02.11.03.17.04;ТЕЛЕЖКА ДЛЯ МЕДИЦИНСКИХ ИНСТРУМЕНТОВ;2
2614;01.02.11.01.09.11;АППАРАТЫ ДЛЯ УПРАВЛЯЕМОЙ НОРМО И ГИПОТЕРМИИ;2
2615;01.08.01.16.01.07;КОМПЛЕКТ ГАШЕНИЯ ДЛЯ ХОККЕЙНЫХ ВОРОТ;8
2616;01.02.11.03.15.09;СТОЛЫ ИНСТРУМЕНТАЛЬНЫЕ, МАНИПУЛЯЦИОННЫЕ;2
2617;01.02.10.43.09;ЛАБОРАТОРНАЯ ПОСУДА И ПРИНАДЛЕЖНОСТИ;2
2618;01.11.06.01.06.03;КРЕСТОВИНЫ ИЗ НПВХ ДЛЯ СИСТЕМ НАРУЖНОЙ КАНАЛИЗАЦИИ;11
2619;01.01.02.35.04.01;ОВОЩИ МАРИНОВАННЫЕ;1
2620;01.02.10.43.467.03;МНОЖЕСТВЕННЫЕ АНАЛИТЫ МОКРОТЫ ИВД, НАБОР, МЕТОД ОКРАШИВАНИЯ;2
2621;01.02.11.01.08.16;АППАРАТЫ ХИРУРГИЧЕСКИЕ ОФТАЛЬМОЛОГИЧЕСКИЕ;2
2622;01.02.10.43.05.12.03;ШТАТИВЫ ДЛЯ ФЛАКОНОВ И БУТЫЛОЧЕК;2
2623;02.19.03;РЕМОНТ АВАРИЙНО-ВОССТАНОВИТЕЛЬНЫЙ ВОДОПРОВОДНЫХ СЕТЕЙ;45
2624;01.20.04.09.03;СРЕДСТВА ПЯТНОВЫВОДЯЩИЕ ДЛЯ СТИРКИ;20
2625;01.13.04.04.06.04;ПЛАТЫ И МОДУЛИ ВИДЕОЗАХВАТА;13
2626;01.02.10.36.31;СРЕДСТВО ДЛЯ ОЧИЩЕНИЯ КОЖИ;2
2627;01.02.09.03.09;ПРЕПАРАТЫ, ВЛИЯЮЩИЕ НА СИСТЕМУ РЕНИН-АНГИОТЕНЗИН, C09;2
2628;01.09.08.10.06.03;ЖГУТЫ ДЛЯ РЕМОНТА КОЛЕС;9
2629;01.03.01.29.03;ПРИБОРЫ ПРИЕМНО-КОНТРОЛЬНЫЕ И УПРАВЛЕНИЯ ПОЖАРНЫЕ И ИХ КОМПОНЕНТЫ;3
2630;01.02.10.11.05.01;НАБОРЫ ОФТАЛЬМОЛОГИЧЕСКИЕ ПРОЧИЕ;2
2631;01.04.01.07.06;ГЕНЕРАТОРЫ ПОЖАРОТУШЕНИЯ;4
2632;01.11.04.03.02.10;ПРОВОДА САМОНЕСУЩИЕ ИЗОЛИРОВАННЫЕ ДЛЯ ВОЗДУШНЫХ ЛИНИЙ ЭЛЕКТРОПЕРЕДАЧИ;11
2633;01.11.03.15.04;КОМПЛЕКТУЮЩИЕ (ЗАПАСНЫЕ ЧАСТИ) ЛЮКА СМОТРОВОГО КОЛОДЦА;11
2634;01.19.10.16.07;ШЛЕМЫ ЗАЩИТНЫЕ;19
2635;01.02.10.33.04.04;ШТИФТЫ И ОБТУРАТОРЫ ЭНДОДОНТИЧЕСКИЕ;2
2636;01.02.10.12.13.01;САЛФЕТКА МАРЛЕВАЯ;2
2637;01.02.09.12.05;ПРЕПАРАТЫ, ПРИМЕНЯЕМЫЕ ПРИ КАШЛЕ И ПРОСТУДНЫХ ЗАБОЛЕВАНИЯХ,R05;2
2638;01.15.07.08;ЛИНЕЙКИ ЧЕРТЕЖНЫЕ;15
2639;01.20.04.06.02.01;МЫЛО ХОЗЯЙСТВЕННОЕ ТВЕРДОЕ;20
2640;03.08.01.02.01.02;УБОРКА ДВОРОВЫХ ТЕРРИТОРИЙ;61
2641;01.11.03.04.02.03;ЩЕБЕНЬ ИЗ ОТСЕВОВ ДРОБЛЕНИЯ;11
2642;01.02.10.34.70;ШИНЫ ДЛЯ ТРАВМАТОЛОГИИ И ОРТОПЕДИИ;2
2643;01.13.09.02.05;КОНЦЕНТРАТОРЫ ПОТОКОВ;13
2644;01.13.05.04;УСТРОЙСТВА ХРАНЕНИЯ ДАННЫХ СО СЪЕМНЫМИ ОПТИЧЕСКИМИ НОСИТЕЛЯМИ АВТОНОМНЫЕ;13
2645;01.02.11.04.08.01.04;СОСТАВНЫЕ ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ АППАРАТОВ ХИРУРГИЧЕСКИХ ЛАЗЕРНЫХ;2
2646;01.02.10.33.04.01.03;ПОДСТАВКИ И ГУБКИ ДЛЯ ИНСТРУМЕНТОВ ЭНДОДОНТИЧЕСКИЕ;2
2647;01.02.11.01.13.02.15;АППАРАТЫ УЛЬТРАФИОЛЕТОВОЙ ТЕРАПИИ;2
2648;01.04.01.07.14.05;ЛОПАТЫ СОВКОВЫЕ ПОЖАРНЫЕ;4
2649;01.02.11.01.06.07.01.02;МАТРАСЫ ВАКУУМНЫЕ ИММОБИЛИЗИРУЮЩИЕ ДЕТСКИЕ;2
2650;01.09.01.02.02;АВТОМОБИЛИ ГРУЗОВЫЕ БОРТОВАЯ ПЛАТФОРМА;9
2651;01.08.01.16.01.03.02;НАЛОКОТНИКИ ИГРОКА;8
2652;03.13.07;УСЛУГИ ПО ЭКСПЕРТИЗЕ ИНФОРМАЦИОННО-ТЕХНОЛОГИЧЕСКИХ РЕШЕНИЙ И ПРОДУКЦИИ;65
2653;01.02.11.04.17.06.01;СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ ТЕЛЕСКОПА ДЛЯ ЖЕСТКОГО ЭНДОСКОПА;2
2654;01.08.01.02.03;КОВРЫ БОРЦОВСКИЕ ДЛЯ ВОЛЬНОЙ И ГРЕКО-РИМСКОЙ БОРЬБЫ;8
2655;01.01.07.02.07;ИЗДЕЛИЯ ШОКОЛАДНЫЕ;1
2656;01.05.02.02;ОБОРУДОВАНИЕ ДЛЯ УНИЧТОЖЕНИЯ ВРЕДИТЕЛЕЙ;5
2657;01.03.01.28.05;СИСТЕМЫ ПЕРЕДАЧИ ИЗВЕЩЕНИЙ ОХРАННОЙ СИГНАЛИЗАЦИИ И ИХ КОМПОНЕНТЫ;3
2658;01.13.04.04.06.07;ПЛАТЫ И МОДУЛИ АУДИОЗАХВАТА;13
2659;02.12.02.02;МОНТАЖ, УСТАНОВКА, СБОРКА ОБОРУДОВАНИЯ УЗЛОВ УЧЕТА;41
2660;01.01.08.03.05.01;КОНСЕРВЫ МЯСНЫЕ;1
2661;01.08.01.01.01.47;"ТРЕНАЖЕР ""ЖИМ ОТ ГРУДИ""";8
2662;01.11.05.07.11;ПЛИТЫ ЖЕЛЕЗОБЕТОННЫЕ ДЛЯ ПОКРЫТИЙ ДОРОГ;11
2663;01.01.07.16;ХАЛВА;1
2664;01.02.11.01.07.02.10;СТЕРИЛИЗАТОРЫ КИПЯТИЛЬНИКИ;2
2665;01.08.01.01.10.14;МЯЧИ ДЕТСКИЕ;8
2666;01.02.10.25.08.13;"РАСХОДНЫЕ МАТЕРИАЛЫ И ПРИНАДЛЕЖНОСТИ ДЛЯ ОБОРУДОВАНИЯ ""MILESTONE S.R.I.""";2
2667;01.08.01.01.09.01;КОМПЛЕКТЫ СУДЕЙСКИЕ;8
2668;01.15.05.03.04.05;УКАЗКИ ДЛЯ ДОСОК;15
2669;01.11.01.04.11.06;ШЛАНГИ ДУШЕВЫЕ;11
2670;01.13.11.03.08;ЭКШН ВИДЕОКАМЕРЫ;13
2671;01.01.02.12;ТОМАТЫ;1
2672;01.02.10.43.06.03;ИММУНОФЕРМЕНТНЫЕ НАБОРЫ РЕАГЕНТОВ БЕСПРИБОРНОЙ ДИАГНОСТИКИ ДЛЯ АНАЛИЗАТОРОВ ВЫЯВЛЕНИЯ ВИРУСНЫХ ГЕПАТИТОВ, ВИРУСА ИММУНОДЕФИЦИТА ЧЕЛОВЕКА (ВИЧ), ИНФЕКЦИЙ ПЕРЕДАЮЩИХСЯ ПОЛОВЫМ ПУТЁМ (ИППП);2
2673;03.12.01.02;УСЛУГИ СОТОВОЙ (ПОДВИЖНОЙ) СВЯЗИ;64
2674;01.20.06.01.06.01;ПОСУДА СТОЛОВАЯ ПЛАСТМАССОВАЯ;20
2675;01.19.04.06.05;ОБУВЬ СПЕЦИАЛЬНАЯ ВАЛЯНАЯ ДЛЯ ЗАЩИТЫ ОТ ПОВЫШЕННЫХ ТЕМПЕРАТУР;19
2676;01.02.11.01.01.07.03;РАДИОВИЗИОГРАФЫ;2
2677;01.02.11.04.12.01.11;СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ АНАЛИЗАТОРОВ СКОРОСТИ ОСЕДАНИЯ ЭРИТРОЦИТОВ (СОЭ);2
2678;01.02.10.05.38;ЩЕТКИ ДЛЯ ЧИСТКИ ИНСТРУМЕНТОВ;2
2679;01.15.15;МАТЕРИАЛЫ РАСХОДНЫЕ ДЛЯ ТВОРЧЕСКИХ РАБОТ;15
2680;01.02.10.12.02.03;ГЕМОСТАТИЧЕСКИЕ СРЕДСТВА НЕОРГАНИЧЕСКОГО ПРОИСХОЖДЕНИЯ;2
2681;01.02.10.25.08.06;"РАСХОДНЫЕ МАТЕРИАЛЫ К АППАРАТАМ ДЛЯ ПРОВОДКИ СЕРИИ ""VIP™ (VIP6, VIPJR)""";2
2682;01.10.03.11;СТАНЦИИ ЗАРЯДНЫЕ ЭЛЕКТРИЧЕСКОГО АВТОМОБИЛЬНОГО ТРАНСПОРТА;10
2683;01.02.10.20.10.03;КАТЕТЕР ДЛЯ ГЕМОДИАЛИЗА, НЕИМПЛАНТИРУЕМЫЙ;2
2684;01.26.02.04.02.13;КИСЛОТА СУЛЬФАМИНОВАЯ (РЕАКТИВ);25
