id,code_kpgz,name
2550,01.02.10.57.01,ИМПЛАНТАТ МОЛОЧНОЙ ЖЕЛЕЗЫ С СИЛИКОНОВЫМ ГЕЛЕМ
2551,01.13.04.99.01,ДОСКИ ИНТЕРАКТИВНЫЕ
2552,01.01.01.06.11,"СОУСЫ ФРУКТОВЫЕ И ЯГОДНЫЕ, СОУСЫ-ТОППИНГИ ДЕСЕРТНЫЕ"
2553,01.11.01.01.07,ТЕПЛООБМЕННОЕ ОБОРУДОВАНИЕ СИСТЕМЫ ВЕНТИЛЯЦИИ
2554,01.02.11.01.13.01.01.03,ИНГАЛЯТОР УЛЬТРАЗВУКОВОЙ
2555,01.02.11.01.12.03.04,СИСТЕМЫ ДЛЯ ХРАНЕНИЯ ОБРАЗЦОВ
2556,01.02.10.25.06.02,КРАСИТЕЛИ ДЛЯ РУТИННЫХ ОКРАСОК
2557,01.25.86,ЕМКОСТИ ПРОМЫШЛЕННЫЕ
2558,01.11.02.01.14,РЕНОВАТОРЫ
2559,01.08.01.01.08.25,СНАРЯДЫ ДЛЯ ПОДТЯГИВАНИЯ/ОТЖИМАНИЯ
2560,01.20.05.03.04.09,СКАТЕРТИ ДЛЯ СЕРВИРОВКИ СТОЛА БУМАЖНЫЕ
2561,01.19.10.17.04,"НАРУКАВНИКИ, НАПЛЕЧНИКИ ДЛЯ ЗАЩИТЫ РУК"
2562,01.02.10.16.28,СИСТЕМЫ АСПИРАЦИОННЫЕ ЗАКРЫТЫЕ
2563,01.15.05.11,ВИЗИТНИЦЫ ПЛАСТИКОВЫЕ
2564,01.20.06.01.01.03,ИЗДЕЛИЯ КУХОННЫЕ ИЗ ЧУГУНА
2565,03.07.07.01.01.02,ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И РЕМОНТ ПЕРВИЧНЫХ СРЕДСТВ ПОЖАРОТУШЕНИЯ
2566,01.04.01.13.01,САМОСПАСАТЕЛИ ПОЖАРНЫЕ
2567,01.11.04.06.07,ЛЕНТЫ КЛЕЕВЫЕ РАЗЛИЧНОГО НАЗНАЧЕНИЯ НА ТКАНЕВОЙ ОСНОВЕ
2568,01.02.10.06.74.01,ЩИПЦЫ АКУШЕРСКИЕ
2569,01.02.10.29.10,УРНЫ ПЕДАЛЬНЫЕ МЕДИЦИНСКИЕ
2570,01.19.02.08,ЖИЛЕТЫ ДЛЯ ДЕТЕЙ
2571,01.02.11.01.13.02.34,СИСТЕМА МИКРОВОЛНОВОЙ ДИАТЕРМИЧЕСКОЙ ТЕРАПИИ
2572,01.02.10.09.01.03,ПЛЕТЕНАЯ РАССАСЫВАЮЩАЯСЯ НИТЬ
2573,01.09.08.05.01,ДВИГАТЕЛЬ ЛОДОЧНЫЙ ПОДВЕСНОЙ
2574,01.02.10.42.47.01,СИСТЕМЫ ДЛЯ ИНФУЗИОННОЙ ТЕРАПИИ
2575,03.23.01.04,ОЦЕНКА ОБЪЕКТОВ НЕЖИЛОГО ФОНДА
2576,01.11.01.07.21,ГИДРОБАКИ
2577,01.08.02.07,СПОРТИВНАЯ ЭКИПИРОВКА ДЛЯ ФИГУРНОГО КАТАНИЯ
2578,01.02.11.01.13.02.19,ПАРАФИНОНАГРЕВАТЕЛИ
2579,01.08.01.20.04,МЯЧИ ДЛЯ НАСТОЛЬНОГО ТЕННИСА
2580,01.02.11.01.06.04.11,КАМЕРТОНЫ
2581,01.20.06.01.06.05,ТЕРКИ ДЛЯ ИЗМЕЛЬЧЕНИЯ ПРОДУКТОВ
2582,01.18.03.06,ЧЕРЕНКИ ЦВЕТОЧНЫХ КУЛЬТУР
2583,01.02.10.48.19.07,РАСХОДНЫЕ МАТЕРИАЛЫ К ДЫХАТЕЛЬНОМУ АППАРАТУ
2584,01.02.11.01.13.01.01.01,СИСТЕМЫ ИНГАЛЯЦИОННОЙ ТЕРАПИИ
2585,01.04.04.21,БИНОКЛИ
2586,01.13.04.04.05,ПЛАНШЕТЫ ГРАФИЧЕСКИЕ
2587,03.18.10,ПРЕДОСТАВЛЕНИЕ СПОРТИВНЫХ КОРПУСОВ И ЗАЛОВ
2588,03.12.01.01,УСЛУГИ МЕСТНОЙ ТЕЛЕФОННОЙ СВЯЗИ
2589,01.20.11.06.02,ФЕНЫ БЫТОВЫЕ
2590,01.01.11.07.02.02,ФИЛЕ ТРЕСКОВЫХ РЫБ МОРОЖЕНОЕ
2591,01.11.04.01.01.99,БЛОКИ ДВЕРНЫЕ ПРОЧИЕ
2592,01.02.11.01.14.21,СМЕСИТЕЛЬ СТОМАТОЛОГИЧЕСКОЙ АМАЛЬГАМЫ
2593,01.02.11.04.17.01,"СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ ОБОРУДОВАНИЯ ЭНДОХИРУРГИЧЕСКОГО"
2594,01.02.10.55.03,САЛФЕТКА ДЛЯ ДЕЗИНФЕКЦИИ МЕДИЦИНСКИХ ИЗДЕЛИЙ
2595,01.18.11,ЛУКОВИЦЫ И КЛУБНЕЛУКОВИЦЫ ЦВЕТОЧНЫХ КУЛЬТУР
2596,01.02.11.01.08.01.02.01,СИСТЕМА ЭЛЕКТРОХИРУРГИЧЕСКАЯ
2597,01.02.11.01.03.38.01,"ТОНОМЕТР ОФТАЛЬМОЛОГИЧЕСКИЙ, С ПИТАНИЕМ ОТ СЕТИ"
2598,01.20.99.01.02,ГИГРОМЕТРЫ
2599,01.11.03.03.02.01,СТЕКЛО ЛИСТОВОЕ БЕСЦВЕТНОЕ
2600,01.02.10.50.99,ДИСПЕНСЕРЫ И ДОЗАТОРЫ
2601,01.02.10.48.06.10,"ЛАМПЫ ДЛЯ ОБОРУДОВАНИЯ ""KARL STORZ"""
2602,01.02.10.19.04,"АКСЕССУАРЫ ДЛЯ ДРЕНАЖЕЙ, ДРЕНАЖНЫХ И АСПИРАЦИОННЫХ СИСТЕМ"
2603,01.02.10.49.41,БАЛЛОНЫ ДЛЯ МЕДИЦИНСКИХ И ОСОБОЧИСТЫХ ГАЗОВ И СМЕСЕЙ
2604,01.02.10.50.32,ИЗДЕЛИЯ ДЛЯ УХОДА ЗА ЛЕЖАЧИМИ БОЛЬНЫМИ
2605,01.15.05.02.06.03.05,БОЛТЫ ДЛЯ ПЕРЕПЛЕТА МЕТАЛЛИЧЕСКИЕ
2606,01.02.10.05.28.04.01,"ЭЛЕКТРОД ЭЛЕКТРОХИРУРГИЧЕСКИЙ ДЛЯ ОТКРЫТЫХ ОПЕРАЦИЙ, МОНОПОЛЯРНЫЙ, ОДНОРАЗОВОГО ИСПОЛЬЗОВАНИЯ"
2607,01.25.04.01.01,СТАНКИ ТОКАРНЫЕ МЕТАЛЛООБРАБАТЫВАЮЩИЕ
2608,01.11.05.08.13,ПРОВОЛОКА КОЛЮЧАЯ ОДНООСНОВНАЯ РИФЛЕНАЯ
2609,02.02.01.01.02,РАЗРАБОТКА ПСД НА РЕКОНСТРУКЦИЮ ЗДАНИЙ
2610,01.26.02.04.01.08,ГЕКСАН (РЕАКТИВ)
2611,01.20.07.11.05.01,ЯЩИКИ ДЕРЕВЯННЫЕ
2612,01.09.08.10.06.13,ВЕНТИЛИ ДЛЯ КОЛЕС
2613,01.02.11.03.17.04,ТЕЛЕЖКА ДЛЯ МЕДИЦИНСКИХ ИНСТРУМЕНТОВ
2614,01.02.11.01.09.11,АППАРАТЫ ДЛЯ УПРАВЛЯЕМОЙ НОРМО И ГИПОТЕРМИИ
2615,01.08.01.16.01.07,КОМПЛЕКТ ГАШЕНИЯ ДЛЯ ХОККЕЙНЫХ ВОРОТ
2616,01.02.11.03.15.09,"СТОЛЫ ИНСТРУМЕНТАЛЬНЫЕ, МАНИПУЛЯЦИОННЫЕ"
2617,01.02.10.43.09,ЛАБОРАТОРНАЯ ПОСУДА И ПРИНАДЛЕЖНОСТИ
2618,01.11.06.01.06.03,КРЕСТОВИНЫ ИЗ НПВХ ДЛЯ СИСТЕМ НАРУЖНОЙ КАНАЛИЗАЦИИ
2619,01.01.02.35.04.01,ОВОЩИ МАРИНОВАННЫЕ
2620,01.02.10.43.467.03,"МНОЖЕСТВЕННЫЕ АНАЛИТЫ МОКРОТЫ ИВД, НАБОР, МЕТОД ОКРАШИВАНИЯ"
2621,01.02.11.01.08.16,АППАРАТЫ ХИРУРГИЧЕСКИЕ ОФТАЛЬМОЛОГИЧЕСКИЕ
2622,01.02.10.43.05.12.03,ШТАТИВЫ ДЛЯ ФЛАКОНОВ И БУТЫЛОЧЕК
2623,02.19.03,РЕМОНТ АВАРИЙНО-ВОССТАНОВИТЕЛЬНЫЙ ВОДОПРОВОДНЫХ СЕТЕЙ
2624,01.20.04.09.03,СРЕДСТВА ПЯТНОВЫВОДЯЩИЕ ДЛЯ СТИРКИ
2625,01.13.04.04.06.04,ПЛАТЫ И МОДУЛИ ВИДЕОЗАХВАТА
2626,01.02.10.36.31,СРЕДСТВО ДЛЯ ОЧИЩЕНИЯ КОЖИ
2627,01.02.09.03.09,"ПРЕПАРАТЫ, ВЛИЯЮЩИЕ НА СИСТЕМУ РЕНИН-АНГИОТЕНЗИН, C09"
2628,01.09.08.10.06.03,ЖГУТЫ ДЛЯ РЕМОНТА КОЛЕС
2629,01.03.01.29.03,ПРИБОРЫ ПРИЕМНО-КОНТРОЛЬНЫЕ И УПРАВЛЕНИЯ ПОЖАРНЫЕ И ИХ КОМПОНЕНТЫ
2630,01.02.10.11.05.01,НАБОРЫ ОФТАЛЬМОЛОГИЧЕСКИЕ ПРОЧИЕ
2631,01.04.01.07.06,ГЕНЕРАТОРЫ ПОЖАРОТУШЕНИЯ
2632,01.11.04.03.02.10,ПРОВОДА САМОНЕСУЩИЕ ИЗОЛИРОВАННЫЕ ДЛЯ ВОЗДУШНЫХ ЛИНИЙ ЭЛЕКТРОПЕРЕДАЧИ
2633,01.11.03.15.04,КОМПЛЕКТУЮЩИЕ (ЗАПАСНЫЕ ЧАСТИ) ЛЮКА СМОТРОВОГО КОЛОДЦА
2634,01.19.10.16.07,ШЛЕМЫ ЗАЩИТНЫЕ
2635,01.02.10.33.04.04,ШТИФТЫ И ОБТУРАТОРЫ ЭНДОДОНТИЧЕСКИЕ
2636,01.02.10.12.13.01,САЛФЕТКА МАРЛЕВАЯ
2637,01.02.09.12.05,"ПРЕПАРАТЫ, ПРИМЕНЯЕМЫЕ ПРИ КАШЛЕ И ПРОСТУДНЫХ ЗАБОЛЕВАНИЯХ,R05"
2638,01.15.07.08,ЛИНЕЙКИ ЧЕРТЕЖНЫЕ
2639,01.20.04.06.02.01,МЫЛО ХОЗЯЙСТВЕННОЕ ТВЕРДОЕ
2640,03.08.01.02.01.02,УБОРКА ДВОРОВЫХ ТЕРРИТОРИЙ
2641,01.11.03.04.02.03,ЩЕБЕНЬ ИЗ ОТСЕВОВ ДРОБЛЕНИЯ
2642,01.02.10.34.70,ШИНЫ ДЛЯ ТРАВМАТОЛОГИИ И ОРТОПЕДИИ
2643,01.13.09.02.05,КОНЦЕНТРАТОРЫ ПОТОКОВ
2644,01.13.05.04,УСТРОЙСТВА ХРАНЕНИЯ ДАННЫХ СО СЪЕМНЫМИ ОПТИЧЕСКИМИ НОСИТЕЛЯМИ АВТОНОМНЫЕ
2645,01.02.11.04.08.01.04,"СОСТАВНЫЕ ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ АППАРАТОВ ХИРУРГИЧЕСКИХ ЛАЗЕРНЫХ"
2646,01.02.10.33.04.01.03,ПОДСТАВКИ И ГУБКИ ДЛЯ ИНСТРУМЕНТОВ ЭНДОДОНТИЧЕСКИЕ
2647,01.02.11.01.13.02.15,АППАРАТЫ УЛЬТРАФИОЛЕТОВОЙ ТЕРАПИИ
2648,01.04.01.07.14.05,ЛОПАТЫ СОВКОВЫЕ ПОЖАРНЫЕ
2649,01.02.11.01.06.07.01.02,МАТРАСЫ ВАКУУМНЫЕ ИММОБИЛИЗИРУЮЩИЕ ДЕТСКИЕ
2650,01.09.01.02.02,АВТОМОБИЛИ ГРУЗОВЫЕ БОРТОВАЯ ПЛАТФОРМА
2651,01.08.01.16.01.03.02,НАЛОКОТНИКИ ИГРОКА
2652,03.13.07,УСЛУГИ ПО ЭКСПЕРТИЗЕ ИНФОРМАЦИОННО-ТЕХНОЛОГИЧЕСКИХ РЕШЕНИЙ И ПРОДУКЦИИ
2653,01.02.11.04.17.06.01,"СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ ТЕЛЕСКОПА ДЛЯ ЖЕСТКОГО ЭНДОСКОПА"
2654,01.08.01.02.03,КОВРЫ БОРЦОВСКИЕ ДЛЯ ВОЛЬНОЙ И ГРЕКО-РИМСКОЙ БОРЬБЫ
2655,01.01.07.02.07,ИЗДЕЛИЯ ШОКОЛАДНЫЕ
2656,01.05.02.02,ОБОРУДОВАНИЕ ДЛЯ УНИЧТОЖЕНИЯ ВРЕДИТЕЛЕЙ
2657,01.03.01.28.05,СИСТЕМЫ ПЕРЕДАЧИ ИЗВЕЩЕНИЙ ОХРАННОЙ СИГНАЛИЗАЦИИ И ИХ КОМПОНЕНТЫ
2658,01.13.04.04.06.07,ПЛАТЫ И МОДУЛИ АУДИОЗАХВАТА
2659,02.12.02.02,"МОНТАЖ, УСТАНОВКА, СБОРКА ОБОРУДОВАНИЯ УЗЛОВ УЧЕТА"
2660,01.01.08.03.05.01,КОНСЕРВЫ МЯСНЫЕ
2661,01.08.01.01.01.47,"ТРЕНАЖЕР ""ЖИМ ОТ ГРУДИ"""
2662,01.11.05.07.11,ПЛИТЫ ЖЕЛЕЗОБЕТОННЫЕ ДЛЯ ПОКРЫТИЙ ДОРОГ
2663,01.01.07.16,ХАЛВА
2664,01.02.11.01.07.02.10,СТЕРИЛИЗАТОРЫ КИПЯТИЛЬНИКИ
2665,01.08.01.01.10.14,МЯЧИ ДЕТСКИЕ
2666,01.02.10.25.08.13,"РАСХОДНЫЕ МАТЕРИАЛЫ И ПРИНАДЛЕЖНОСТИ ДЛЯ ОБОРУДОВАНИЯ ""MILESTONE S.R.I."""
2667,01.08.01.01.09.01,КОМПЛЕКТЫ СУДЕЙСКИЕ
2668,01.15.05.03.04.05,УКАЗКИ ДЛЯ ДОСОК
2669,01.11.01.04.11.06,ШЛАНГИ ДУШЕВЫЕ
2670,01.13.11.03.08,ЭКШН ВИДЕОКАМЕРЫ
2671,01.01.02.12,ТОМАТЫ
2672,01.02.10.43.06.03,"ИММУНОФЕРМЕНТНЫЕ НАБОРЫ РЕАГЕНТОВ БЕСПРИБОРНОЙ ДИАГНОСТИКИ ДЛЯ АНАЛИЗАТОРОВ ВЫЯВЛЕНИЯ ВИРУСНЫХ ГЕПАТИТОВ, ВИРУСА ИММУНОДЕФИЦИТА ЧЕЛОВЕКА (ВИЧ), ИНФЕКЦИЙ ПЕРЕДАЮЩИХСЯ ПОЛОВЫМ ПУТЁМ (ИППП)"
2673,03.12.01.02,УСЛУГИ СОТОВОЙ (ПОДВИЖНОЙ) СВЯЗИ
2674,01.20.06.01.06.01,ПОСУДА СТОЛОВАЯ ПЛАСТМАССОВАЯ
2675,01.19.04.06.05,ОБУВЬ СПЕЦИАЛЬНАЯ ВАЛЯНАЯ ДЛЯ ЗАЩИТЫ ОТ ПОВЫШЕННЫХ ТЕМПЕРАТУР
2676,01.02.11.01.01.07.03,РАДИОВИЗИОГРАФЫ
2677,01.02.11.04.12.01.11,"СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ АНАЛИЗАТОРОВ СКОРОСТИ ОСЕДАНИЯ ЭРИТРОЦИТОВ (СОЭ)"
2678,01.02.10.05.38,ЩЕТКИ ДЛЯ ЧИСТКИ ИНСТРУМЕНТОВ
2679,01.15.15,МАТЕРИАЛЫ РАСХОДНЫЕ ДЛЯ ТВОРЧЕСКИХ РАБОТ
2680,01.02.10.12.02.03,ГЕМОСТАТИЧЕСКИЕ СРЕДСТВА НЕОРГАНИЧЕСКОГО ПРОИСХОЖДЕНИЯ
2681,01.02.10.25.08.06,"РАСХОДНЫЕ МАТЕРИАЛЫ К АППАРАТАМ ДЛЯ ПРОВОДКИ СЕРИИ ""VIP™ (VIP6, VIPJR)"""
2682,01.10.03.11,СТАНЦИИ ЗАРЯДНЫЕ ЭЛЕКТРИЧЕСКОГО АВТОМОБИЛЬНОГО ТРАНСПОРТА
2683,01.02.10.20.10.03,"КАТЕТЕР ДЛЯ ГЕМОДИАЛИЗА, НЕИМПЛАНТИРУЕМЫЙ"
2684,01.26.02.04.02.13,КИСЛОТА СУЛЬФАМИНОВАЯ (РЕАКТИВ)
2685,01.01.10.05.06,ЙОГУРТЫ
2686,01.15.01.01.06,БУМАГА КОПИРОВАЛЬНАЯ
2687,01.02.10.48.14.26,"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ ДЫХАТЕЛЬНЫХ СИСТЕМ ""DRAEGER"""
2688,01.26.04.08.09,СТАНДАРТНЫЕ ОБРАЗЦЫ СОСТАВА ГАЗОВЫХ СМЕСЕЙ (ПОВЕРОЧНЫЕ ГАЗОВЫЕ СМЕСИ)
2689,01.15.05.04.05.02,БУЛАВКИ КАНЦЕЛЯРСКИЕ
2690,01.06.07.02,МИКРОСКОПЫ ОПТИЧЕСКИЕ
2691,01.02.10.50.07.02,ТЕРМОМЕТРЫ МЕДИЦИНСКИЕ
2692,01.13.17.16.09,ДРАЙВЕР ШАГОВОГО ДВИГАТЕЛЯ
2693,03.07.08.03,ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И РЕМОНТ ЛАБОРАТОРНОГО ОБОРУДОВАНИЯ
2694,01.07.07.01,МАТЕРИАЛЫ ИЗ ПОЛИМЕРОВ И ПЛАСТМАСС ДЛЯ ТОВАРОВ КУЛЬТУРЫ И ИСКУССТВА
2695,01.02.10.44.30.01,"МАСКА ХИРУРГИЧЕСКАЯ, ОДНОРАЗОВОГО ИСПОЛЬЗОВАНИЯ"
2696,01.02.11.01.03.11,РАБОЧИЕ МЕСТА ОФТАЛЬМОЛОГА
2697,03.08.01.06,"САНИТАРНОЕ СОДЕРЖАНИЕ И УБОРКА ПАРКОВ, МЕСТ ОТДЫХА И ДОСУГА"
2698,01.02.10.48.10.11,"РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ ПОРТАТИВНЫХ АППАРАТОВ ""PURITAN BENNETT"""
2699,01.02.11.03.10.02.04,ШКАФЫ МЕДИЦИНСКИЕ ДЛЯ ОДЕЖДЫ
2700,01.11.01.04.17,ПЬЕДЕСТАЛЫ ДЛЯ РАКОВИН
2701,01.02.10.31.01.13,КОЛЬЦО ДЛЯ АННУЛОПЛАСТИКИ МИТРАЛЬНОГО КЛАПАНА (ПОЛУКОЛЬЦО)
2702,03.31.03.05.01.13,АРЕНДА БУЛЬДОЗЕРОВ С ЭКИПАЖЕМ
2703,01.16.31.01,СТОЛЫ ДЕТСКИЕ ДЛЯ ДОШКОЛЬНЫХ УЧРЕЖДЕНИЙ
2704,01.25.78.03,ФИЛЬТРЫ ВОЛОКНИСТЫЕ
2705,01.03.07.09.01,ОГРАЖДЕНИЯ ДОРОЖНЫЕ ДЛЯ ПЕШЕХОДОВ
2706,01.02.10.43.03.08,"ПИТАТЕЛЬНЫЕ СРЕДЫ, СЫВОРОТКИ"
2707,01.02.11.01.14.18,АППАРАТЫ ДЛЯ ДЕЗИНФЕКЦИИ СЛЕПКОВ
2708,01.02.10.50.05,МЕДИЦИНСКИЕ ИЗДЕЛИЯ ДЛЯ ФИЗИОТЕРАПИИ
2709,01.02.10.43.06.09,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ ОПРЕДЕЛЕНИЯ ФАКТОРОВ В РАМКАХ ВЫПОЛНЕНИЯ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИХ РАБОТ, ЗАПЛАНИРОВАННЫХ ПО НАУЧНЫМ ТЕМАМ"
2710,01.11.01.08.12.18,ПРЕОБРАЗОВАТЕЛИ ЧАСТОТ ВЫСОКОВОЛЬТНЫЕ
2711,01.01.10.05.04,СМЕТАНА
2712,01.02.10.06.14,КЛИПАППЛИКАТОРЫ И АППЛИКАТОРЫ
2713,01.08.01.01.08.01,КУБИКИ НАДУВНЫЕ ДЛЯ ЗАНЯТИЯ ФИЗКУЛЬТУРОЙ
2714,01.01.02.10,ОГУРЦЫ
2715,01.20.07.11.03.02.02,"МЕШКИ, СУМКИ БУМАЖНЫЕ"
2716,01.11.01.07.03.06,"ОБОРУДОВАНИЕ ДЛЯ ПРОЦЕЖИВАНИЯ СТОЧНЫХ ВОД И УДАЛЕНИЯ ИЗ НИХ ГРУБОДИСПЕРСНЫХ И БЫСТРООСЕДАЮЩИХ ПРИМЕСЕЙ, А ТАКЖЕ ДЛЯ ОБРАБОТКИ УДЕРЖАННЫХ ОТБРОСОВ И ОСАДКОВ (РЕШЕТКИ, ПЕСКОЛОВКИ)"
2717,01.20.09.01.17,ПАЗЛЫ
2718,02.17.04.99,РАБОТЫ ПО ИЗГОТОВЛЕНИЮ ПОЛИГРАФИЧЕСКОЙ ПРОДУКЦИИ ПРОЧЕЙ
2719,01.01.10.03.04,СЫРКИ ТВОРОЖНЫЕ
2720,01.02.10.06.71,ШПАТЕЛИ МЕДИЦИНСКИЕ
2721,01.02.10.43.05.20,ТУПФЕР НАЗОФАРИНГЕАЛЬНЫЙ
2722,01.02.10.20.19.01,"ШПРИЦ ДЛЯ ПРОМЫВАНИЯ С ГЕПАРИНОВЫМ ЗАМКОМ, ОДНОРАЗОВОГО ИСПОЛЬЗОВАНИЯ"
2723,01.26.01.02.03.03.13,ОКСИД АЛЮМИНИЯ СВЕРХЧИСТЫЙ
2724,01.02.10.50.67,ПАЛОЧКА ВАТНАЯ
2725,02.13.01.01.67,РАБОТЫ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЕ В СФЕРЕ СТРОИТЕЛЬСТВА
2726,01.02.10.13.30,"ПЕРЧАТКИ СМОТРОВЫЕ/ПРОЦЕДУРНЫЕ ВИНИЛОВЫЕ, ОПУДРЕННЫЕ"
2727,01.02.10.29.01,"БАКИ ДЛЯ СБОРА, ХРАНЕНИЯ И ТРАНСПОРТИРОВКИ ОТХОДОВ МНОГОРАЗОВЫЕ"
2728,01.16.05.01.03.01,ТУМБЫ ПОД ТЕЛЕВИЗОР
2729,03.25.08,УСЛУГИ ПО ФИНАНСОВОЙ АРЕНДЕ (ЛИЗИНГУ) ЛЕГКОВОГО АВТОМОБИЛЯ
2730,01.09.01.01.02,ТРАНСПОРТНЫЕ СРЕДСТВА ЛЕГКОВЫЕ МНОГОЦЕЛЕВЫЕ
2731,01.02.10.43.03.01,ЭКСПРЕСС-ТЕСТЫ ДЛЯ МИКРОБИОЛОГИЧЕСКИХ ИССЛЕДОВАНИЙ
2732,01.06.01.03.01,СТУЛЬЯ УЧЕНИЧЕСКИЕ
2733,01.19.01.25,ШАРФЫ ЗИМНИЕ
2734,01.02.10.22.09.07,ИНДИКАТОРЫ ДЛЯ КОНТРОЛЯ ПРОЦЕССА ПАРОВОЙ СТЕРИЛИЗАЦИИ КЛАСС 4 ДЛЯ НАРУЖНОГО КОНТРОЛЯ
2735,01.01.02.16.03,КУЛЬТУРЫ ОВОЩНЫЕ САЛАТНЫЕ
2736,01.01.01.16.01.06,ОРЕХИ КЕШЬЮ
2737,01.08.01.10.06,ТРЕНАЖЕРЫ СТРЕЛКОВЫЕ
2738,01.11.02.01.11.03,ПИЛЫ ТОРЦОВОЧНЫЕ
2739,01.20.09.01.26,ШАРЫ НАДУВНЫЕ
2740,01.08.01.19.03,ВЕЩЕСТВА СПЕЦИАЛИЗИРОВАННЫЕ ДЛЯ ЛЫЖНОГО ИНВЕНТАРЯ
2741,01.11.02.09.17,ЦЕНТРЫ СТАНОЧНЫЕ
2742,01.08.01.17.11,ПОДСТАВКИ ДЛЯ ГАНТЕЛЕЙ
2743,01.13.12.06.02.01,НОСИТЕЛИ КЛЮЧЕВОЙ И ИДЕНТИФИКАЦИОННОЙ ИНФОРМАЦИИ
2744,01.02.11.01.03.14,ЛАЗЕРЫ ОФТАЛЬМОЛОГИЧЕСКИЕ
2745,01.08.02.36,СПОРТИВНАЯ ЭКИПИРОВКА ДЛЯ ЧЕРЛИДИНГА
2746,01.08.01.10.99,ОБОРУДОВАНИЕ И ИНВЕНТАРЬ ДЛЯ СТРЕЛКОВЫХ ВИДОВ СПОРТА ПРОЧЕЕ
2747,01.13.17.14,ЭЛЕМЕНТЫ КРЕПЕЖНЫЕ И МОНТАЖНЫЕ ДЛЯ СИСТЕМНЫХ БЛОКОВ И СЕРВЕРОВ
2748,01.04.01.07.16,УСТРОЙСТВО ПОЖАРОТУШЕНИЯ С ВЫСОКОСКОРОСТНОЙ ПОДАЧЕЙ ОГНЕТУШАЩЕГО ВЕЩЕСТВА
2749,01.12.01.14,НАРЕЗЧИКИ ШВОВ
2750,01.06.01.02,ПАРТЫ УЧЕНИЧЕСКИЕ
2751,02.02.02.02,РАЗРАБОТКА СХЕМ ВОДОСНАБЖЕНИЯ
2752,01.01.07.05.08,ТОРТЫ НЕДЛИТЕЛЬНОГО ХРАНЕНИЯ
2753,01.16.07.01.13,ШКАФЫ СУШИЛЬНЫЕ ДЛЯ ОДЕЖДЫ
2754,01.11.01.07.05,"КРАНЫ ДЛЯ НАСОСНОГО ОБОРУДОВАНИЯ, ОБОРУДОВАНИЯ ВОДОСНАБЖЕНИЯ, СТОЧНЫХ ВОД И КАНАЛИЗАЦИИ"
2755,01.12.04.03,ТРАКТОРЫ
2756,01.02.11.01.13.02.09,АППАРАТЫ РАДИОВОЛНОВОЙ ТЕРАПИИ
2757,01.02.11.01.03.26,ФОРОПТЕР
2758,01.02.10.16.25.01,КАНЮЛИ НАЗАЛЬНЫЕ ДЛЯ КИСЛОРОДНОЙ ПОДДЕРЖКИ
2759,01.02.10.43.09.03,СОПУТСТВУЮЩИЕ МАТЕРИАЛЫ ДЛЯ ПРОВЕДЕНИЯ ЛАБОРАТОРНО-ДИАГНОСТИЧЕСКИХ МАНИПУЛЯЦИЙ
2760,01.02.10.42.10.02,ПРИНАДЛЕЖНОСТИ ДЛЯ ИНФУЗИОННЫХ НАСОСОВ
2761,01.02.11.03.08.05,СТУЛЬЯ МЕДИЦИНСКИЕ ПОВОРОТНЫЕ
2762,01.13.05.08,УСТРОЙСТВА ХРАНЕНИЯ ДАННЫХ
2763,01.02.10.19.07,ТРУБКА ДРЕНАЖНАЯ НЕСТЕРИЛЬНАЯ
2764,01.02.10.02.01.04,РАССАСЫВАЮЩИЕСЯ СТЕРИЛЬНЫЕ ГЕМОСТАТИЧЕСКИЕ ГУБКИ НА ОСНОВЕ ЛОШАДИНЫХ КОЛЛАГЕНОВЫХ ВОЛОКОН
2765,01.02.11.01.13.02.16,АППАРАТЫ ДЛЯ ВИБРОТЕРАПИИ
2766,01.02.11.01.12.03.02.01,ЦЕНТРИФУГА НАСТОЛЬНАЯ ОБЩЕГО НАЗНАЧЕНИЯ
2767,01.02.10.20.01.01,"РАСХОДНЫЕ МАТЕРИАЛЫ К АППАРАТАМ ""MULTIFILTRATE"""
2768,01.08.01.01.02.01,КОНТЕЙНЕРЫ ДЛЯ ХРАНЕНИЯ ИНВЕНТАРЯ
